selling_price (in lakhs),age,seller_type,km_driven (in thousands),owner_type,fuel_type,transmission_type,mileage,engine_size (in cc),max_power (in bhp),seats,maker,model,variant
5.49,7.0,Dealer,63.2,First Owner,Diesel,Manual,20.45,1461,83.8,5,NISSAN,TERRANO,XL 85 PS
4.11,2.0,Individual,25.0,First Owner,Petrol,Manual,15.37,1196,73.0,5,MARUTI,EECO,5 SEATER AC BSIV
6.5,7.0,Dealer,63.762,First Owner,Diesel,Manual,25.1,1498,98.6,5,HONDA,CITY,I DTEC VX
6.45,4.0,Dealer,1.39,First Owner,Petrol,Automatic,19.1,1197,82.0,5,HYUNDAI,XCENT,1.2 KAPPA S AT
18.1,2.0,Dealer,11.8,First Owner,Diesel,Automatic,17.8,1493,113.4,5,KIA,SELTOS,GTX PLUS AT D
4.95,10.0,Dealer,94.0,First Owner,Diesel,Manual,18.3,1991,147.9,5,CHEVROLET,CRUZE,LTZ
13.75,9.0,Dealer,76.0,First Owner,Diesel,Automatic,16.55,1968,140.0,5,AUDI,A4,2.0 TDI MULTITRONIC
3.7,9.0,Dealer,56.328,First Owner,Diesel,Manual,21.9,1396,88.76,5,HYUNDAI,I20,SPORTZ 1.4 CRDI
5.5,2.0,Dealer,19.247,First Owner,Petrol,Automatic,24.0,1199,83.81,5,TATA,TIAGO,NRG PETROL AMT
9.5,6.0,Dealer,42.0,First Owner,Diesel,Manual,15.1,2179,140.0,7,MAHINDRA,XUV500,W6 2WD
15.5,4.0,Dealer,67.0,First Owner,Diesel,Manual,13.68,2393,147.8,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.4 GX MT BSIV
4.65,5.0,Dealer,67.817,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,SPORTZ
7.15,6.0,Dealer,40.0,First Owner,Petrol,Manual,20.73,1373,91.1,5,MARUTI,CIAZ,ZXI
3.18,4.0,Individual,3.6,First Owner,Petrol,Manual,24.7,796,47.3,5,MARUTI,ALTO,800 VXI OPTIONAL
4.5,6.0,Dealer,73.0,First Owner,Petrol,Manual,18.0,1198,86.7,5,HONDA,AMAZE,S I-VTECH
15.25,8.0,Dealer,75.0,First Owner,Diesel,Automatic,12.55,2982,168.5,7,TOYOTA,FORTUNER,4X2 AT
2.33,12.0,Individual,52.755,First Owner,LPG,Manual,17.3,1061,57.5,5,MARUTI,WAGON,R LXI DUO BSIII
12.2,4.0,Individual,186.0,First Owner,Diesel,Manual,17.6,2179,153.86,7,TATA,HEXA,XT
7.5,5.0,Individual,90.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA ZDI
5.0,4.0,Individual,30.0,First Owner,Petrol,Manual,20.89,1197,81.8,5,MARUTI,IGNIS,1.2 ALPHA BSIV
21.5,9.0,Dealer,95.0,First Owner,Diesel,Automatic,11.0,2993,235.0,5,BMW,X5,3.0D
3.75,10.0,Dealer,73.0,First Owner,Petrol,Manual,19.81,1086,68.05,5,HYUNDAI,I10,ERA 1.1
4.85,5.0,Individual,40.0,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 ASTA
3.6,4.0,Individual,58.0,First Owner,Petrol,Manual,20.63,1198,67.06,5,DATSUN,GO,ANNIVERSARY EDITION
6.0,5.0,Dealer,71.0,First Owner,Petrol,Manual,20.73,1373,91.1,5,MARUTI,CIAZ,ZXI
6.9,5.0,Dealer,71.5,First Owner,Diesel,Manual,21.7,1498,98.96,5,FORD,ECOSPORT,2015-2021 1.5 DIESEL TITANIUM
4.65,8.0,Dealer,71.2,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI
7.5,5.0,Dealer,41.0,First Owner,Diesel,Manual,28.09,1248,88.5,5,MARUTI,CIAZ,ZDI PLUS SHVS
5.8,4.0,Individual,85.0,First Owner,Diesel,Manual,25.4,1186,73.97,5,HYUNDAI,XCENT,1.2 CRDI E PLUS
5.85,8.0,Dealer,65.512,First Owner,Diesel,Manual,22.32,1582,126.32,5,HYUNDAI,VERNA,1.6 SX
6.65,6.0,Dealer,37.0,First Owner,Petrol,Automatic,15.63,1499,110.4,5,FORD,ECOSPORT,2015-2021 1.5 TI VCT AT TITANIUM BSIV
17.5,2.0,Individual,20.0,First Owner,Diesel,Manual,17.0,1956,138.1,5,TATA,HARRIER,XZ BSIV
15.95,6.0,Dealer,57.8,First Owner,Diesel,Automatic,20.38,1968,143.0,5,AUDI,A3,35 TDI PREMIUM
7.6,6.0,Dealer,51.0,First Owner,Diesel,Manual,15.4,2523,75.0,9,MAHINDRA,SCORPIO,S2 9 SEATER
2.5,10.0,Individual,50.0,First Owner,Petrol,Manual,17.92,1086,62.1,5,HYUNDAI,SANTRO,XING GLS
5.5,3.0,Dealer,11.51,First Owner,Diesel,Manual,24.0,1186,73.97,5,HYUNDAI,GRAND,I10 1.2 CRDI SPORTZ
8.0,7.0,Individual,100.0,First Owner,Diesel,Manual,15.4,2179,120.0,8,MAHINDRA,SCORPIO,S6 PLUS 8 SEATER
4.9,4.0,Dealer,50.0,First Owner,Diesel,Manual,25.32,1198,77.0,6,MAHINDRA,KUV100,NXT D75 K8
4.8,7.0,Individual,117.962,First Owner,Diesel,Manual,25.2,1248,74.0,5,MARUTI,SWIFT,VDI BSIV
6.55,5.0,Dealer,115.0,First Owner,Diesel,Manual,28.09,1248,88.5,5,MARUTI,CIAZ,VDI PLUS SHVS
11.0,4.0,Individual,50.0,First Owner,Diesel,Manual,19.67,1582,126.2,5,HYUNDAI,CRETA,1.6 CRDI SX PLUS DUAL TONE
8.9,3.0,Dealer,1.3,First Owner,Petrol,Automatic,21.4,1197,83.1,5,MARUTI,BALENO,ALPHA AUTOMATIC
32.0,6.0,Dealer,29.0,First Owner,Diesel,Automatic,16.36,2179,187.7,5,JAGUAR,XF,2.2 LITRE LUXURY
3.55,10.0,Dealer,94.0,First Owner,Petrol,Automatic,16.95,1197,78.9,5,HYUNDAI,I10,SPORTZ AT
4.2,9.0,Individual,43.5,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE ZDI
4.1,7.0,Dealer,20.903,First Owner,CNG,Manual,32.52,998,58.33,5,MARUTI,WAGON,R CNG LXI
2.5,7.0,Individual,30.0,First Owner,Petrol,Manual,15.37,1196,73.0,5,MARUTI,EECO,5 SEATER AC BSIV
4.2,4.0,Individual,80.0,First Owner,Petrol,Manual,23.84,1199,84.0,5,TATA,TIAGO,1.2 REVOTRON XT
7.4,7.0,Dealer,103.247,First Owner,Diesel,Manual,22.32,1582,126.32,5,HYUNDAI,VERNA,1.6 SX
2.25,13.0,Individual,100.0,First Owner,Petrol,Manual,17.7,1497,78.0,5,HONDA,CITY,2017-2020 GXI
12.0,12.0,Dealer,107.591,First Owner,Diesel,Automatic,11.0,2987,198.5,5,MERCEDES-BENZ,E-CLASS,280 CDI
13.5,1.0,Individual,15.0,First Owner,Diesel,Manual,22.1,1396,88.7,5,HYUNDAI,CRETA,1.4 EX DIESEL
8.22,4.0,Dealer,9.691,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE ZDI PLUS
3.25,5.0,Dealer,87.0,First Owner,Petrol,Manual,22.3,799,53.26,5,RENAULT,KWID,RXT
1.5,8.0,Individual,100.0,First Owner,Diesel,Manual,23.03,1396,69.0,5,TATA,INDIGO,LS BSIV
3.5,5.0,Individual,37.0,First Owner,Petrol,Manual,25.17,799,53.3,5,RENAULT,KWID,RXT
1.5,17.0,Individual,120.0,First Owner,Diesel,Manual,14.07,2956,83.1,7,TATA,SUMO,SA
2.7,10.0,Dealer,46.7,First Owner,Diesel,Manual,22.9,1248,74.0,5,MARUTI,SWIFT,VDI
66.0,3.0,Dealer,47.0,First Owner,Diesel,Automatic,11.0,2987,258.0,7,MERCEDES-BENZ,GLS,2016-2020 350D 4MATIC
1.95,7.0,Dealer,72.456,First Owner,Diesel,Manual,25.44,936,57.6,5,CHEVROLET,BEAT,DIESEL LS
30.0,9.0,Individual,50.0,First Owner,Diesel,Automatic,13.5,2987,282.0,5,MERCEDES-BENZ,S-CLASS,S350L CDI BE
2.6,9.0,Dealer,107.589,First Owner,Diesel,Manual,23.2,1248,73.94,5,MARUTI,RITZ,LDI
1.2,7.0,Individual,120.0,First Owner,Diesel,Manual,17.88,1405,48.21,5,TATA,INDICA,DLS BSIII
6.0,6.0,Individual,120.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC SV
3.85,10.0,Dealer,45.0,First Owner,Petrol,Automatic,19.2,1197,80.0,5,HYUNDAI,I10,ASTA SUNROOF AT
8.6,3.0,Dealer,69.0,First Owner,Diesel,Automatic,23.8,1498,78.9,5,HONDA,AMAZE,V CVT DIESEL BSIV
4.0,9.0,Individual,120.0,First Owner,Diesel,Manual,23.5,1498,90.0,5,FORD,FIESTA,TITANIUM 1.5 TDCI
7.0,2.0,Individual,30.0,First Owner,Diesel,Manual,27.4,1498,98.63,5,HONDA,AMAZE,E DIESEL BSIV
7.5,2.0,Individual,40.0,First Owner,Petrol,Manual,18.6,1197,81.86,5,HYUNDAI,I20,PETROL ASTA OPTION
3.5,8.0,Dealer,60.0,First Owner,Diesel,Manual,23.08,1461,63.1,5,NISSAN,MICRA,DIESEL XL
8.4,3.0,Dealer,64.0,First Owner,Diesel,Manual,25.1,1248,88.5,5,MARUTI,S-CROSS,2017-2020 ZETA DDIS 200 SH
1.9,13.0,Individual,60.0,First Owner,Diesel,Manual,11.57,2179,138.1,7,TATA,SAFARI,2005-2017 DICOR 2.2 LX 4X2
4.9,5.0,Dealer,49.0,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,VXI
2.0,9.0,Individual,70.0,First Owner,Petrol,Manual,19.7,796,46.3,5,MARUTI,ALTO,LXI
7.75,6.0,Dealer,70.0,First Owner,Diesel,Manual,19.64,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXZ OPTION
5.5,2.0,Dealer,18.9,First Owner,Petrol,Automatic,23.84,1199,83.83,5,TATA,TIAGO,1.2 REVOTRON XZA
4.0,9.0,Individual,15.0,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,MAGNA
6.5,6.0,Individual,133.0,First Owner,Diesel,Manual,20.77,1248,88.76,7,MARUTI,ERTIGA,VDI
6.0,3.0,Individual,70.0,First Owner,Diesel,Manual,25.4,1186,73.97,5,HYUNDAI,XCENT,1.2 CRDI SX
9.5,4.0,Dealer,34.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA ZDI PLUS
9.25,4.0,Dealer,30.7,First Owner,Diesel,Manual,23.9,1582,126.2,5,HYUNDAI,VERNA,1.6 CRDI SX
15.49,2.0,Individual,5.0,First Owner,Diesel,Manual,20.8,1493,113.4,5,KIA,SELTOS,HTX PLUS D
2.0,11.0,Individual,120.0,First Owner,Petrol,Manual,19.0,998,66.1,5,MARUTI,A,STAR LXI
6.5,3.0,Individual,21.5,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,DZIRE VXI 1.2
2.51,9.0,Individual,55.294,First Owner,Petrol,Manual,20.92,998,67.1,5,MARUTI,ALTO,K10 2010-2014 VXI
8.0,3.0,Individual,10.0,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE ZDI
3.5,8.0,Individual,20.0,First Owner,Petrol,Manual,18.6,1197,85.8,5,MARUTI,SWIFT,VXI
4.0,9.0,Dealer,100.0,First Owner,Diesel,Automatic,20.0,1968,138.1,5,SKODA,LAURA,AMBIENTE 2.0 TDI CR AT
2.65,13.0,Dealer,48.522,First Owner,Petrol,Manual,0.0,1086,62.0,5,HYUNDAI,SANTRO,XING GL
10.3,6.0,Dealer,78.0,First Owner,Diesel,Manual,12.99,2494,100.6,8,TOYOTA,INNOVA,2.5 GX (DIESEL) 8 SEATER
6.9,4.0,Individual,142.222,First Owner,Diesel,Manual,14.95,2489,93.7,7,MAHINDRA,XYLO,D4
1.5,12.0,Individual,77.0,First Owner,Petrol,Manual,18.9,1061,67.0,5,MARUTI,WAGON,R VXI MINOR
6.0,7.0,Dealer,72.859,First Owner,Diesel,Manual,20.77,1248,88.8,7,MARUTI,ERTIGA,ZDI
5.65,7.0,Dealer,77.984,First Owner,Diesel,Manual,22.7,1498,89.84,5,FORD,ECOSPORT,1.5 DV5 MT TITANIUM
13.5,7.0,Individual,70.0,First Owner,Diesel,Automatic,14.84,2143,170.0,5,MERCEDES-BENZ,C-CLASS,220 CDI AT
3.0,10.0,Individual,60.0,First Owner,Petrol,Manual,18.06,1198,75.0,5,NISSAN,MICRA,XV
1.95,11.0,Individual,80.0,First Owner,Diesel,Manual,23.03,1396,69.0,5,TATA,INDIGO,ELX BS IV
5.6,8.0,Dealer,49.862,First Owner,Diesel,Manual,20.45,1461,83.8,5,NISSAN,TERRANO,XL 85 PS
4.5,9.0,Dealer,163.971,First Owner,Diesel,Manual,20.5,1598,103.5,5,SKODA,RAPID,1.6 TDI AMBITION PLUS
3.8,7.0,Dealer,43.0,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 ASTA OPTION
19.5,9.0,Dealer,129.0,First Owner,Diesel,Automatic,12.07,2967,241.4,7,AUDI,Q7,2006-2020 3.0 TDI QUATTRO
4.35,9.0,Dealer,75.0,First Owner,Diesel,Manual,15.96,2523,62.1,7,MAHINDRA,BOLERO,2011-2019 SLE BSIII
2.0,8.0,Individual,44.0,First Owner,Diesel,Manual,19.4,1405,70.0,5,TATA,INDICA,VISTA TDI LX
9.7,2.0,Dealer,16.0,First Owner,Diesel,Manual,16.55,2498,105.0,6,MAHINDRA,THAR,700 CRDE ABS
2.5,7.0,Dealer,60.0,First Owner,Diesel,Manual,20.0,1399,68.05,5,FORD,FIGO,DIESEL TITANIUM
5.5,2.0,Dealer,37.326,First Owner,Petrol,Manual,18.78,999,75.0,5,VOLKSWAGEN,POLO,1.0 MPI TRENDLINE BSIV
2.5,7.0,Dealer,48.255,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
6.98,5.0,Dealer,45.215,First Owner,Petrol,Automatic,21.4,1197,83.1,5,MARUTI,BALENO,DELTA AUTOMATIC
3.95,4.0,Dealer,33.0,First Owner,Petrol,Automatic,24.04,999,67.0,5,RENAULT,KWID,AMT
5.65,10.0,Dealer,156.0,First Owner,Diesel,Manual,12.05,2179,120.0,8,MAHINDRA,SCORPIO,VLX 2.2 MHAWK BSIII
7.75,4.0,Individual,20.0,First Owner,Petrol,Manual,17.7,1591,121.3,5,HYUNDAI,VERNA,VTVT 1.6 EX
7.5,2.0,Individual,57.0,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE VDI
3.25,11.0,Individual,350.0,First Owner,Diesel,Manual,13.6,2523,63.0,7,MAHINDRA,BOLERO,SLX
10.0,1.0,Dealer,2.0,First Owner,Petrol,Manual,17.8,1498,119.35,5,HONDA,CITY,V MT
13.5,2.0,Individual,31.7,First Owner,Diesel,Manual,19.67,1582,126.2,5,HYUNDAI,CRETA,1.6 CRDI SX OPTION
2.05,6.0,Dealer,29.165,First Owner,Petrol,Manual,16.8,796,34.2,8,MARUTI,OMNI,E MPI STD BS IV
9.0,4.0,Dealer,59.0,First Owner,Petrol,Automatic,18.0,1497,117.6,5,HONDA,CITY,I-VTEC CVT VX
12.5,4.0,Individual,51.0,First Owner,Diesel,Manual,12.4,2499,134.0,5,ISUZU,D-MAX,V-CROSS 4X4
4.8,6.0,Individual,77.5,First Owner,Diesel,Manual,26.59,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
5.39,2.0,Individual,8.0,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,LXI
6.9,4.0,Dealer,24.0,First Owner,Diesel,Manual,25.83,1498,99.0,5,FORD,ASPIRE,1.5 TDCI TITANIUM
8.0,8.0,Individual,160.0,First Owner,Diesel,Automatic,11.18,2696,184.0,7,MAHINDRA,SSANGYONG,REXTON RX7
10.25,3.0,Dealer,18.89,First Owner,Diesel,Manual,23.0,1498,98.96,5,FORD,ECOSPORT,2015-2021 SIGNATURE EDITION DIESEL BSIV
5.25,3.0,Individual,5.0,First Owner,Petrol,Manual,18.9,1197,81.86,5,HYUNDAI,GRAND,I10 1.2 KAPPA SPORTZ BSIV
3.35,3.0,Dealer,39.0,First Owner,Petrol,Manual,20.3,998,68.05,5,HYUNDAI,EON,1.0 ERA PLUS
3.85,9.0,Dealer,41.0,First Owner,Petrol,Automatic,19.2,1197,80.0,5,HYUNDAI,I10,ASTA 1.2 AT WITH SUNROOF
2.9,7.0,Individual,40.33,First Owner,Petrol,Manual,20.51,998,67.04,5,MARUTI,WAGON,R LX
34.5,2.0,Dealer,40.0,First Owner,Diesel,Automatic,19.62,1998,192.0,5,BMW,X1,SDRIVE20D XLINE
6.35,5.0,Dealer,98.0,First Owner,Diesel,Manual,21.14,1498,103.52,5,SKODA,RAPID,1.5 TDI ACTIVE
26.75,7.0,Dealer,66.0,First Owner,Diesel,Automatic,16.09,1995,184.0,5,BMW,X3,XDRIVE20D
9.5,3.0,Individual,50.0,First Owner,Diesel,Manual,21.5,1497,108.5,5,TATA,NEXON,1.5 REVOTORQ XZ PLUS
5.45,3.0,Dealer,36.0,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,ZXI AT
3.0,8.0,Individual,70.0,First Owner,Diesel,Manual,17.21,1493,100.0,7,MAHINDRA,QUANTO,C2
8.25,11.0,Individual,125.654,First Owner,Diesel,Manual,10.5,2835,107.2,6,MITSUBISHI,PAJERO,2.8 SFX BSIV DUAL TONE
3.25,7.0,Dealer,77.0,First Owner,Diesel,Manual,20.0,1399,68.05,5,FORD,FIGO,DIESEL TITANIUM
4.25,5.0,Dealer,58.802,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R VXI
8.25,3.0,Dealer,38.959,First Owner,Diesel,Manual,23.0,1498,98.96,5,FORD,ECOSPORT,2015-2021 1.5 DIESEL TREND PLUS BSIV
2.5,9.0,Individual,100.0,First Owner,Diesel,Manual,19.09,1396,69.0,5,TATA,INDIGO,LX TDI BSIII
3.49,3.0,Dealer,37.0,First Owner,Petrol,Manual,24.7,796,47.3,5,MARUTI,ALTO,800 VXI OPTIONAL
7.5,6.0,Dealer,56.0,First Owner,Petrol,Automatic,18.19,1197,103.2,5,VOLKSWAGEN,VENTO,1.2 TSI HIGHLINE AT
5.8,8.0,Dealer,91.0,First Owner,Diesel,Manual,23.4,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
12.5,11.0,Dealer,110.0,First Owner,Diesel,Manual,11.5,2982,171.0,7,TOYOTA,FORTUNER,3.0 DIESEL
6.15,4.0,Individual,100.0,First Owner,Diesel,Manual,20.14,1498,88.0,5,VOLKSWAGEN,POLO,2015-2019 1.5 TDI HIGHLINE
3.7,9.0,Dealer,68.0,First Owner,Petrol,Automatic,16.95,1197,78.9,5,HYUNDAI,I10,SPORTZ 1.2 AT
2.35,8.0,Individual,53.0,First Owner,Petrol,Manual,18.2,1199,84.8,5,CHEVROLET,SAIL,HATCHBACK PETROL LT ABS
1.6,14.0,Dealer,78.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R VXI
3.7,2.0,Individual,20.0,First Owner,Petrol,Manual,23.95,998,67.05,5,MARUTI,ALTO,K10 VXI
15.5,10.0,Individual,85.0,First Owner,Diesel,Automatic,17.68,1968,174.33,5,AUDI,A6,2.0 TDI PREMIUM PLUS
4.15,7.0,Dealer,55.0,First Owner,Diesel,Manual,21.2,1248,75.0,5,FIAT,GRANDE,PUNTO EVO 1.3 ACTIVE
7.5,8.0,Dealer,60.0,First Owner,Diesel,Automatic,19.5,1582,126.24,5,HYUNDAI,ELANTRA,CRDI SX AT
6.0,5.0,Individual,30.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,ASTA OPTION 1.2
7.25,6.0,Dealer,33.4,First Owner,Diesel,Manual,21.04,1461,83.8,8,RENAULT,LODGY,85PS RXZ
11.5,4.0,Dealer,34.8,First Owner,Petrol,Manual,13.0,1591,121.3,5,HYUNDAI,CRETA,1.6 VTVT SX PLUS
19.5,4.0,Dealer,30.0,First Owner,Petrol,Automatic,14.67,1798,177.46,5,SKODA,SUPERB,STYLE 1.8 TSI AT
5.75,8.0,Dealer,38.0,First Owner,Petrol,Manual,17.8,1497,117.3,5,HONDA,CITY,I VTEC E
17.0,6.0,Dealer,124.0,First Owner,Diesel,Manual,13.0,2982,168.5,7,TOYOTA,FORTUNER,4X2 MANUAL
2.85,9.0,Dealer,72.545,First Owner,Diesel,Manual,14.8,2499,80.0,9,CHEVROLET,TAVERA,NEO 2 LT L 9 STR
1.95,9.0,Individual,70.0,First Owner,Diesel,Manual,20.0,1399,68.0,5,FORD,FIGO,DIESEL EXI
4.45,5.0,Dealer,50.979,First Owner,Petrol,Manual,19.81,1086,68.05,5,HYUNDAI,I10,SPORTZ 1.1L
7.0,5.0,Dealer,65.0,First Owner,Diesel,Manual,24.52,1248,88.5,7,MARUTI,ERTIGA,SHVS VDI
4.1,6.0,Dealer,45.782,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI BSIV
5.0,13.0,Individual,270.0,First Owner,Diesel,Manual,12.8,2494,102.0,8,TOYOTA,INNOVA,2.5 V DIESEL 8-SEATER
6.45,4.0,Dealer,26.917,First Owner,Petrol,Manual,21.01,1197,81.8,5,MARUTI,BALENO,ALPHA
1.15,11.0,Individual,35.0,First Owner,Petrol,Manual,19.7,796,46.3,5,MARUTI,ALTO,LXI BSIII
13.75,8.0,Dealer,90.0,First Owner,Diesel,Automatic,18.88,1995,184.0,5,BMW,3,SERIES 320D PRESTIGE
5.75,11.0,Dealer,154.667,First Owner,Diesel,Automatic,17.2,1968,138.1,5,SKODA,SUPERB,ELEGANCE 2.0 TDI CR AT
2.62,8.0,Individual,15.0,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
6.25,4.0,Dealer,70.0,First Owner,Diesel,Manual,27.3,1498,98.6,5,HONDA,JAZZ,1.5 SV I DTEC
7.85,4.0,Dealer,83.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI
5.1,6.0,Individual,61.0,First Owner,Diesel,Manual,26.59,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
2.05,13.0,Dealer,64.521,First Owner,Petrol,Manual,14.0,1061,64.0,5,MARUTI,WAGON,R LXI BSIII
9.0,3.0,Individual,11.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI OPTION
5.5,8.0,Individual,70.0,First Owner,Diesel,Manual,22.32,1582,126.3,5,HYUNDAI,VERNA,1.6 CRDI
16.35,2.0,Individual,6.0,First Owner,Petrol,Manual,16.1,1353,138.0,5,KIA,SELTOS,GTX PLUS
30.0,3.0,Individual,25.0,First Owner,Diesel,Automatic,10.91,3198,197.0,7,FORD,ENDEAVOUR,3.2 TITANIUM AT 4X4
11.5,5.0,Individual,139.0,First Owner,Diesel,Manual,12.99,2494,100.6,8,TOYOTA,INNOVA,2.5 G (DIESEL) 8 SEATER
2.9,10.0,Dealer,69.001,First Owner,Petrol,Manual,17.3,1061,64.0,5,MARUTI,WAGON,R VXI BSIII
3.5,5.0,Individual,70.0,First Owner,Petrol,Manual,17.57,1193,88.7,5,TATA,BOLT,REVOTRON XM
6.1,3.0,Individual,20.0,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,ZXI
8.14,4.0,Dealer,56.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI
3.9,9.0,Dealer,60.0,First Owner,Diesel,Manual,22.9,1248,74.0,5,MARUTI,SWIFT,LDI
6.5,9.0,Dealer,67.0,First Owner,Diesel,Automatic,19.08,1582,126.32,5,HYUNDAI,VERNA,SX CRDI AT
24.5,10.0,Dealer,82.0,First Owner,Diesel,Automatic,13.5,2987,254.79,5,MERCEDES-BENZ,S-CLASS,S 350 CDI
6.0,8.0,Individual,70.0,First Owner,Diesel,Manual,15.1,2179,140.0,7,MAHINDRA,XUV500,W6 2WD
25.0,5.0,Individual,25.0,First Owner,Petrol,Automatic,13.7,1991,183.0,5,MERCEDES-BENZ,GLA,CLASS 200
5.83,5.0,Dealer,91.288,First Owner,Diesel,Manual,24.0,1120,70.0,5,HYUNDAI,GRAND,I10 CRDI SPORTZ
1.2,14.0,Individual,152.0,First Owner,Diesel,Manual,17.8,1399,68.0,5,FORD,FIESTA,1.4 DURATORQ EXI
14.5,9.0,Dealer,112.0,First Owner,Diesel,Automatic,14.84,2143,167.62,5,MERCEDES-BENZ,C-CLASS,C 220 CDI BE AVANTGARDE
3.95,5.0,Individual,75.0,First Owner,Petrol,Manual,18.16,1196,86.8,5,FORD,ASPIRE,1.2 TI-VCT TITANIUM
9.25,6.0,Dealer,67.0,First Owner,Diesel,Manual,15.4,2179,120.0,7,MAHINDRA,SCORPIO,S8 7 SEATER
11.0,8.0,Individual,103.142,First Owner,Diesel,Automatic,15.73,1968,174.33,5,AUDI,Q3,2.0 TDI
7.5,3.0,Individual,5.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,1.2 ASTA OPTION
1.45,17.0,Dealer,79.0,First Owner,Petrol,Automatic,16.8,1497,116.4,5,HONDA,CITY,1.5 S AT
5.6,8.0,Dealer,31.0,First Owner,Petrol,Manual,17.0,1497,118.0,5,HONDA,CITY,1.5 V MT
3.5,9.0,Dealer,95.0,First Owner,Diesel,Manual,23.08,1461,63.1,5,NISSAN,MICRA,DIESEL XV
7.45,5.0,Dealer,44.213,First Owner,Diesel,Manual,19.6,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXL
7.0,3.0,Individual,30.0,First Owner,Petrol,Automatic,21.4,1197,83.1,5,MARUTI,BALENO,ZETA AUTOMATIC
5.8,7.0,Dealer,115.239,First Owner,Diesel,Manual,19.01,1461,108.5,5,NISSAN,TERRANO,XV 110 PS
8.75,2.0,Dealer,8.0,First Owner,Diesel,Manual,27.4,1498,98.63,5,HONDA,AMAZE,VX DIESEL BSIV
27.0,5.0,Dealer,76.0,First Owner,Diesel,Automatic,22.69,1995,190.0,5,BMW,3,SERIES 320D M SPORT
7.97,5.0,Dealer,68.429,First Owner,Diesel,Manual,26.21,1248,88.5,5,MARUTI,CIAZ,VDI PLUS
3.2,9.0,Dealer,58.885,First Owner,Petrol,Manual,18.5,1198,86.8,5,HONDA,BRIO,1.2 S OPTION MT
5.71,5.0,Dealer,46.861,First Owner,Petrol,Automatic,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 ASTA OPTION AT
5.65,5.0,Dealer,59.0,First Owner,Diesel,Manual,25.8,1498,98.6,5,HONDA,AMAZE,S I-DTEC
6.3,5.0,Dealer,33.98,First Owner,Petrol,Manual,18.7,1199,88.7,5,HONDA,JAZZ,1.2 SV I VTEC
6.0,2.0,Individual,25.5,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,VXI
1.95,11.0,Dealer,51.479,First Owner,Petrol,Manual,19.7,796,46.3,5,MARUTI,ALTO,LXI
6.2,5.0,Individual,30.0,First Owner,Petrol,Automatic,21.4,1197,83.1,5,MARUTI,BALENO,ZETA AUTOMATIC
7.35,3.0,Dealer,87.0,First Owner,Diesel,Manual,21.5,1497,108.5,5,TATA,NEXON,1.5 REVOTORQ XZ
